,BikeDensity,Bike_Colour,Bike_Make,Bike_Model,Bike_Speed,Bike_Type,City,Cost_of_Bike,Division,GeoUID,Lat,Location_Type,Long,Neighbourhood,Occurrence_Date,Occurrence_Day,Occurrence_Month,Occurrence_Time,Occurrence_Year,Primary_Offence,Status,Week_day,Type,RegionName,Area(sqKm),Population,Dwellings,Households,PopulationCT,PopulationDensity,LandArea(skm),BicycleF,BicycleM,BicycleT
0,4.918032786885246,,OTHER          ,REACTOR ADAMS  ,12.0,MT,Toronto,,55,5350001.0,43.6420555,"Construction Site (Warehouse, Trailer, Shed)",-79.34142299999998,South Riverdale (70),2014-09-04,4.0,9.0,18:30,2014.0,B&E,UNKNOWN,Thursday,CT,Toronto,6.62211,595,274,247,595,97.6,6.1,10,25,30
1,4.918032786885246,BLUGRY,MIELE          ,UMBRIA 3       ,24.0,OT,Toronto,350.0,55,5350001.0,43.66031270000001,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",-79.31261440000002,South Riverdale (70),2014-06-30,30.0,6.0,18:00,2014.0,THEFT UNDER,STOLEN,Monday,CT,Toronto,6.62211,595,274,247,595,97.6,6.1,10,25,30
2,4.918032786885246,SILBLK,MARIN OR MARINO,NOVATO         ,27.0,MT,Toronto,700.0,55,5350001.0,43.6593971,"Private Property (Pool, Shed, Detached Garage)",-79.3343811,South Riverdale (70),2014-01-15,15.0,1.0,00:00,2014.0,THEFT UNDER,STOLEN,Wednesday,CT,Toronto,6.62211,595,274,247,595,97.6,6.1,10,25,30
3,4.918032786885246,BLU   ,SPECIALIZED    ,ROCK HOPPER PRO,21.0,RG,Toronto,1200.0,55,5350001.0,43.6591797,"Streets, Roads, Highways (Bicycle Path, Private Road)",-79.3286362,South Riverdale (70),2014-09-04,4.0,9.0,20:15,2014.0,THEFT UNDER,STOLEN,Thursday,CT,Toronto,6.62211,595,274,247,595,97.6,6.1,10,25,30
4,4.918032786885246,BLK   ,NO             ,HEART (2014)   ,1.0,RG,Toronto,500.0,55,5350001.0,43.6401825,"Open Areas (Lakes, Parks, Rivers)",-79.33901209999998,South Riverdale (70),2014-06-16,16.0,6.0,18:50,2014.0,THEFT UNDER,STOLEN,Monday,CT,Toronto,6.62211,595,274,247,595,97.6,6.1,10,25,30
5,4.918032786885246,LBL   ,UK             ,FORGOT         ,21.0,MT,Toronto,400.0,55,5350001.0,43.6522903,Ttc Subway Station,-79.32312009999998,South Riverdale (70),2014-01-15,15.0,1.0,11:45,2014.0,THEFT UNDER,STOLEN,Wednesday,CT,Toronto,6.62211,595,274,247,595,97.6,6.1,10,25,30
6,4.918032786885246,WHI   ,OT             ,,4.0,RG,Toronto,600.0,55,5350001.0,43.66031270000001,"Open Areas (Lakes, Parks, Rivers)",-79.31261440000002,South Riverdale (70),2014-06-30,30.0,6.0,17:00,2014.0,THEFT UNDER,STOLEN,Monday,CT,Toronto,6.62211,595,274,247,595,97.6,6.1,10,25,30
7,4.918032786885246,BLK   ,TR             ,7.2FX          ,24.0,RG,Toronto,700.0,51,5350001.0,43.6430359,Convenience Stores,-79.3508224,South Riverdale (70),2014-05-03,3.0,5.0,12:40,2014.0,THEFT UNDER,STOLEN,Saturday,CT,Toronto,6.62211,595,274,247,595,97.6,6.1,10,25,30
8,4.918032786885246,REDYEL,OTHER          ,0K2001         ,10.0,MT,Toronto,900.0,55,5350001.0,43.6591797,"Streets, Roads, Highways (Bicycle Path, Private Road)",-79.3286362,South Riverdale (70),2014-12-03,3.0,12.0,17:15,2014.0,THEFT UNDER,STOLEN,Wednesday,CT,Toronto,6.62211,595,274,247,595,97.6,6.1,10,25,30
9,4.918032786885246,GRN   ,TR             ,4500,21.0,OT,Toronto,1000.0,55,5350001.0,43.6604958,Convenience Stores,-79.3292618,South Riverdale (70),2014-09-08,8.0,9.0,16:30,2014.0,THEFT UNDER,STOLEN,Monday,CT,Toronto,6.62211,595,274,247,595,97.6,6.1,10,25,30
10,4.918032786885246,BLK   ,OT             ,MONTREAL       ,7.0,OT,Toronto,800.0,55,5350001.0,43.6591797,Convenience Stores,-79.3286362,South Riverdale (70),2014-08-14,14.0,8.0,19:55,2014.0,THEFT UNDER,STOLEN,Thursday,CT,Toronto,6.62211,595,274,247,595,97.6,6.1,10,25,30
11,4.918032786885246,GRN   ,CC             ,,21.0,OT,Toronto,500.0,51,5350001.0,43.6430359,Bar / Restaurant,-79.3508224,South Riverdale (70),2014-08-10,10.0,8.0,17:10,2014.0,THEFT UNDER,STOLEN,Sunday,CT,Toronto,6.62211,595,274,247,595,97.6,6.1,10,25,30
12,4.918032786885246,BLK   ,GF             ,GOLD SERIES    ,24.0,OT,Toronto,250.0,55,5350001.0,43.6622162,"Open Areas (Lakes, Parks, Rivers)",-79.31507109999998,South Riverdale (70),2014-07-24,24.0,7.0,10:15,2014.0,THEFT UNDER,STOLEN,Thursday,CT,Toronto,6.62211,595,274,247,595,97.6,6.1,10,25,30
13,23.659305993690854,RED   ,OTHER          ,,18.0,MT,Toronto,100.0,52,5350002.0,43.6278152,"Open Areas (Lakes, Parks, Rivers)",-79.3892593,Waterfront Communities-The Island (77),2014-09-05,5.0,9.0,01:40,2014.0,ROBBERY - MUGGING,STOLEN,Friday,CT,Toronto,3.2947,620,279,270,620,195.4,3.17,30,45,75
14,23.659305993690854,BLK   ,RA             ,,1.0,RC,Toronto,1200.0,14,5350002.0,43.6312675,"Private Property (Pool, Shed, Detached Garage)",-79.3575974,Waterfront Communities-The Island (77),2014-06-07,7.0,6.0,23:30,2014.0,THEFT UNDER,STOLEN,Saturday,CT,Toronto,3.2947,620,279,270,620,195.4,3.17,30,45,75
