,Area(sqKm),BicycleF_x,BicycleM_x,BicycleT_x,BikeDensity,Bike_Colour,Bike_Make,Bike_Model,Bike_Speed,Bike_Type,City,Cost_of_Bike,Division,Dwellings,GeoUID,Households,LandArea(skm)_x,Lat,Location_Type,Long,Neighbourhood,Occurrence_Date,Occurrence_Day,Occurrence_Month,Occurrence_Time,Occurrence_Year,Population,PopulationCT_x,PopulationDensity_x,Primary_Offence,RegionName,Status,Type,Week_day,Type_x_x,Region Name_x_x,Area (sq km)_x_x,Population _x_x,Dwellings _x_x,Households _x_x,PopulationCT_y,PopulationDensity_y,LandArea(skm)_y,v_CA16_1: Age Stats_x,Type_y_x,Region Name_y_x,Area (sq km)_y_x,Population _y_x,Dwellings _y_x,Households _y_x,BicycleF_y,BicycleM_y,BicycleT_y,Type_x_y,Region Name_x_y,Area (sq km)_x_y,Population _x_y,Dwellings _x_y,Households _x_y,PopulationCT,PopulationDensity,LandArea(skm),v_CA16_1: Age Stats_y,Type_y_y,Region Name_y_y,Area (sq km)_y_y,Population _y_y,Dwellings _y_y,Households _y_y,BicycleF,BicycleM,BicycleT
10,0.97422,0.0,10.0,15.0,15.463917525773196,Black,EVERYDAY,ANNEX,7.0,TOURING,Ottawa,300.0,East,1473.0,5050001.07,1444.0,0.97,-75.61795238,PARKING LOTS,45.36779773,Huntclub Park,2017-07-28 22:00:00,28.0,7.0,22:00:00,2017.0,4193.0,4193.0,4303.6,THEFT<BICYCLE,Ottawa,STOLEN,CT,Friday,CT,Ottawa,0.97422,4193,1473,1444,4193,4303.6,0.97,4195,CT,Ottawa,0.97422,4193,1473,1444,0,10,15,CT,Ottawa,0.97422,4193,1473,1444,4193,4303.6,0.97,4195,CT,Ottawa,0.97422,4193,1473,1444,0,10,15
11,,,,,,,,,,,,,,,5050001.08,,,,,,,,,,,,,,,,,Bicycle_No_Theft,,,CT,Ottawa,4.60734,4632,1496,1478,4632,1005.6,4.61,4630,CT,Ottawa,4.60734,4632,1496,1478,10,0,0,CT,Ottawa,4.60734,4632,1496,1478,4632,1005.6,4.61,4630,CT,Ottawa,4.60734,4632,1496,1478,10,0,0
12,,,,,,,,,,,,,,,5050002.01,,,,,,,,,,,,,,,,,Bicycle_No_Theft,,,CT,Ottawa,2.71663,2885,1174,1145,2885,1119.3,2.58,2885,CT,Ottawa,2.71663,2885,1174,1145,10,20,35,CT,Ottawa,2.71663,2885,1174,1145,2885,1119.3,2.58,2885,CT,Ottawa,2.71663,2885,1174,1145,10,20,35
13,1.52026,0.0,20.0,30.0,19.736842105263158,Black,B-FOLD,B-FOLD,0.0,OTHER,Ottawa,600.0,East,1307.0,5050002.02,1284.0,1.52,-75.67172132,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,45.35183081,Hunt Club East - Western Community,2017-07-25 12:30:00,25.0,7.0,12:30:00,2017.0,3470.0,3470.0,2282.1,THEFT<BICYCLE,Ottawa,STOLEN,CT,Tuesday,CT,Ottawa,1.52026,3470,1307,1284,3470,2282.1,1.52,3470,CT,Ottawa,1.52026,3470,1307,1284,0,20,30,CT,Ottawa,1.52026,3470,1307,1284,3470,2282.1,1.52,3470,CT,Ottawa,1.52026,3470,1307,1284,0,20,30
14,,,,,,,,,,,,,,,5050002.04,,,,,,,,,,,,,,,,,Bicycle_No_Theft,,,CT,Ottawa,1.36697,1381,636,621,1381,1169.2,1.18,1385,CT,Ottawa,1.36697,1381,636,621,0,0,0,CT,Ottawa,1.36697,1381,636,621,1381,1169.2,1.18,1385,CT,Ottawa,1.36697,1381,636,621,0,0,0
15,1.36697,0.0,20.0,20.0,14.598540145985401,Black,CCM,,21.0,MOUNTAIN,Ottawa,600.0,East,2026.0,5050002.05,1943.0,1.37,-75.67081322,DWELLING UNIT,45.34672192,Hunt Club East - Western Community,2017-08-01 01:00:00,1.0,8.0,01:00:00,2017.0,5116.0,5116.0,3742.5,THEFT<BICYCLE,Ottawa,STOLEN,CT,Tuesday,CT,Ottawa,1.36697,5116,2026,1943,5116,3742.5,1.37,5115,CT,Ottawa,1.36697,5116,2026,1943,0,20,20,CT,Ottawa,1.36697,5116,2026,1943,5116,3742.5,1.37,5115,CT,Ottawa,1.36697,5116,2026,1943,0,20,20
16,4.4882800000000005,15.0,25.0,40.0,8.908685968819599,Light green,TREK,,22.0,HYBRID,Ottawa,700.0,East,1046.0,5050002.06,1015.0,4.49,-75.68734967,"SINGLE HOME, HOUSE",45.34331327,Hunt Club - Ottawa Airport,2017-06-21 18:30:00,21.0,6.0,18:30:00,2017.0,2609.0,2609.0,581.6,THEFT<BICYCLE,Ottawa,STOLEN,CT,Wednesday,CT,Ottawa,4.4882800000000005,2609,1046,1015,2609,581.6,4.49,2610,CT,Ottawa,4.4882800000000005,2609,1046,1015,15,25,40,CT,Ottawa,4.4882800000000005,2609,1046,1015,2609,581.6,4.49,2610,CT,Ottawa,4.4882800000000005,2609,1046,1015,15,25,40
17,3.41733,25.0,65.0,90.0,28.125,White,OPUS,FIXED GEAR,1.0,RACER,Ottawa,800.0,East,2116.0,5050003.0,1982.0,3.2,-75.69097069,PARK,45.37307982,Riverside Park,2017-09-18 19:30:00,18.0,9.0,19:30:00,2017.0,4617.0,4617.0,1444.7,THEFT<BICYCLE,Ottawa,STOLEN,CT,Monday,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90
18,3.41733,25.0,65.0,90.0,28.125,Yellow; Blue,TREK,1000,14.0,RACER,Ottawa,500.0,East,2116.0,5050003.0,1982.0,3.2,-75.68701122,TRANSIT BUS / BUS SHELTER,45.3772515,Riverside Park,2017-10-28 13:11:00,28.0,10.0,13:11:00,2017.0,4617.0,4617.0,1444.7,THEFT<BICYCLE,Ottawa,STOLEN,CT,Saturday,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90
19,1.94789,30.0,25.0,55.0,29.25531914893617,Black,GIANT,CYPRESS DX,24.0,HYBRID,Ottawa,700.0,East,2074.0,5050004.0,1840.0,1.88,-75.67943566,OTHER COMMERCIAL / CORPORATE PLACES,45.38313405,Billings Bridge - Alta Vista,2017-04-15 13:00:00,15.0,4.0,13:00:00,2017.0,3824.0,3824.0,2034.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Saturday,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55
20,1.94789,30.0,25.0,55.0,29.25531914893617,"Silver, aluminum, stainless steel",CCM,RALEIGH,10.0,MOUNTAIN,Ottawa,75.0,East,2074.0,5050004.0,1840.0,1.88,-75.67251266,DWELLING UNIT,45.37809484,Billings Bridge - Alta Vista,2017-04-27 12:30:00,27.0,4.0,12:30:00,2017.0,3824.0,3824.0,2034.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Thursday,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55
21,1.94789,30.0,25.0,55.0,29.25531914893617,Gray,INFINITY,,10.0,REGULAR,Ottawa,1000.0,East,2074.0,5050004.0,1840.0,1.88,-75.67943566,OTHER COMMERCIAL / CORPORATE PLACES,45.38313405,Billings Bridge - Alta Vista,2017-05-12 09:30:00,12.0,5.0,09:30:00,2017.0,3824.0,3824.0,2034.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Friday,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55
22,1.94789,30.0,25.0,55.0,29.25531914893617,Red; White,SPECIALIZED,HARD ROCK,21.0,MOUNTAIN,Ottawa,700.0,East,2074.0,5050004.0,1840.0,1.88,-75.67400227,"SINGLE HOME, HOUSE",45.381021200000006,Billings Bridge - Alta Vista,2017-05-13 21:00:00,13.0,5.0,21:00:00,2017.0,3824.0,3824.0,2034.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Saturday,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55
23,1.94789,30.0,25.0,55.0,29.25531914893617,White,TREK,,18.0,HYBRID,Ottawa,800.0,East,2074.0,5050004.0,1840.0,1.88,-75.67943566,PARKING LOTS,45.38313405,Billings Bridge - Alta Vista,2017-08-28 17:10:00,28.0,8.0,17:10:00,2017.0,3824.0,3824.0,2034.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Monday,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55
24,1.94789,30.0,25.0,55.0,29.25531914893617,Blue,GIANT,ESCAPE (MAYBE),0.0,HYBRID,Ottawa,450.0,East,2074.0,5050004.0,1840.0,1.88,-75.67623737,PARKING LOTS,45.38802034,Billings Bridge - Alta Vista,2017-10-15 18:00:00,15.0,10.0,18:00:00,2017.0,3824.0,3824.0,2034.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Sunday,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55
25,1.94789,30.0,25.0,55.0,29.25531914893617,Gray,FELT,F3,20.0,RACER,Ottawa,5500.0,East,2074.0,5050004.0,1840.0,1.88,-75.6834286,OTHER COMMERCIAL / CORPORATE PLACES,45.37905528,Billings Bridge - Alta Vista,2017-06-09 08:00:00,9.0,6.0,08:00:00,2017.0,3824.0,3824.0,2034.2,THEFT>BICYCLE,Ottawa,STOLEN,CT,Friday,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55
26,2.2574400000000003,55.0,70.0,130.0,58.29596412556054,Black,ECLIPSE,,21.0,RACER,Ottawa,1500.0,East,2686.0,5050005.0,2522.0,2.23,-75.66091076,SCHOOLS DURING SUPERVISED ACTIVITY,45.37692134,Ledbury - Heron Gate - Ridgemont,2017-06-06 22:30:00,6.0,6.0,22:30:00,2017.0,5876.0,5876.0,2635.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Tuesday,CT,Ottawa,2.2574400000000003,5876,2686,2522,5876,2635.2,2.23,5875,CT,Ottawa,2.2574400000000003,5876,2686,2522,55,70,130,CT,Ottawa,2.2574400000000003,5876,2686,2522,5876,2635.2,2.23,5875,CT,Ottawa,2.2574400000000003,5876,2686,2522,55,70,130
27,2.2574400000000003,55.0,70.0,130.0,58.29596412556054,Dark green,KONA,CALDERA 2011,27.0,MOUNTAIN,Ottawa,1000.0,East,2686.0,5050005.0,2522.0,2.23,-75.67661336,PARKING LOTS,45.38939085,Billings Bridge - Alta Vista,2017-03-08 13:30:00,8.0,3.0,13:30:00,2017.0,5876.0,5876.0,2635.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Wednesday,CT,Ottawa,2.2574400000000003,5876,2686,2522,5876,2635.2,2.23,5875,CT,Ottawa,2.2574400000000003,5876,2686,2522,55,70,130,CT,Ottawa,2.2574400000000003,5876,2686,2522,5876,2635.2,2.23,5875,CT,Ottawa,2.2574400000000003,5876,2686,2522,55,70,130
28,2.2574400000000003,55.0,70.0,130.0,58.29596412556054,Black,JAMIS,TRAIL X2,24.0,MOUNTAIN,Ottawa,900.0,East,2686.0,5050005.0,2522.0,2.23,-75.67661336,OTHER COMMERCIAL / CORPORATE PLACES,45.38939085,Billings Bridge - Alta Vista,2017-08-03 10:00:00,3.0,8.0,10:00:00,2017.0,5876.0,5876.0,2635.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Thursday,CT,Ottawa,2.2574400000000003,5876,2686,2522,5876,2635.2,2.23,5875,CT,Ottawa,2.2574400000000003,5876,2686,2522,55,70,130,CT,Ottawa,2.2574400000000003,5876,2686,2522,5876,2635.2,2.23,5875,CT,Ottawa,2.2574400000000003,5876,2686,2522,55,70,130
29,,,,,,,,,,,,,,,5050006.0,,,,,,,,,,,,,,,,,Bicycle_No_Theft,,,CT,Ottawa,2.57261,4097,1591,1533,4097,1619.6,2.53,4100,CT,Ottawa,2.57261,4097,1591,1533,40,95,135,CT,Ottawa,2.57261,4097,1591,1533,4097,1619.6,2.53,4100,CT,Ottawa,2.57261,4097,1591,1533,40,95,135
30,,,,,,,,,,,,,,,5050007.01,,,,,,,,,,,,,,,,,Bicycle_No_Theft,,,CT,Ottawa,0.8350700000000001,2230,1166,1101,2230,2670.0,0.84,2230,CT,Ottawa,0.8350700000000001,2230,1166,1101,15,30,45,CT,Ottawa,0.8350700000000001,2230,1166,1101,2230,2670.0,0.84,2230,CT,Ottawa,0.8350700000000001,2230,1166,1101,15,30,45
31,0.42172,0.0,15.0,20.0,47.61904761904761,Black; Green,CCM,,10.0,REGULAR,Ottawa,,East,1909.0,5050007.02,1630.0,0.42,-75.65180524,PRIVATE PROPERTY STRUCTURE,45.37789793,Ledbury - Heron Gate - Ridgemont,2017-10-21 23:15:00,21.0,10.0,23:15:00,2017.0,4681.0,4681.0,11100.3,THEFT<BICYCLE,Ottawa,STOLEN,CT,Saturday,CT,Ottawa,0.42172,4681,1909,1630,4681,11100.3,0.42,4680,CT,Ottawa,0.42172,4681,1909,1630,0,15,20,CT,Ottawa,0.42172,4681,1909,1630,4681,11100.3,0.42,4680,CT,Ottawa,0.42172,4681,1909,1630,0,15,20
32,,,,,,,,,,,,,,,5050007.03,,,,,,,,,,,,,,,,,Bicycle_No_Theft,,,CT,Ottawa,1.21455,3731,1477,1442,3731,3073.1,1.21,3730,CT,Ottawa,1.21455,3731,1477,1442,15,25,40,CT,Ottawa,1.21455,3731,1477,1442,3731,3073.1,1.21,3730,CT,Ottawa,1.21455,3731,1477,1442,15,25,40
33,1.55436,20.0,40.0,60.0,38.70967741935485,Gray,LOUIS GARNEAU,URBANIA,24.0,HYBRID,Ottawa,500.0,East,2155.0,5050008.0,2068.0,1.55,-75.6272683,SCHOOLS DURING NOT SUPERVISED ACTIVITY,45.38926738,Elmvale - Canterbury,2017-05-18 19:30:00,18.0,5.0,19:30:00,2017.0,4622.0,4622.0,2973.5,THEFT<BICYCLE,Ottawa,STOLEN,CT,Thursday,CT,Ottawa,1.55436,4622,2155,2068,4622,2973.5,1.55,4620,CT,Ottawa,1.55436,4622,2155,2068,20,40,60,CT,Ottawa,1.55436,4622,2155,2068,4622,2973.5,1.55,4620,CT,Ottawa,1.55436,4622,2155,2068,20,40,60
34,1.55436,20.0,40.0,60.0,38.70967741935485,Yellow,SUPERCYCLE,,8.0,MOUNTAIN,Ottawa,75.0,East,2155.0,5050008.0,2068.0,1.55,-75.62603543,"SINGLE HOME, HOUSE",45.39468416,Elmvale - Canterbury,2017-05-25 15:15:00,25.0,5.0,15:15:00,2017.0,4622.0,4622.0,2973.5,THEFT<BICYCLE,Ottawa,STOLEN,CT,Thursday,CT,Ottawa,1.55436,4622,2155,2068,4622,2973.5,1.55,4620,CT,Ottawa,1.55436,4622,2155,2068,20,40,60,CT,Ottawa,1.55436,4622,2155,2068,4622,2973.5,1.55,4620,CT,Ottawa,1.55436,4622,2155,2068,20,40,60
35,1.55436,20.0,40.0,60.0,38.70967741935485,Black,GIANT,HYBRID BIKE,25.0,HYBRID,Ottawa,500.0,East,2155.0,5050008.0,2068.0,1.55,-75.63083085,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,45.39096831,Elmvale - Canterbury,2017-07-28 08:55:00,28.0,7.0,08:55:00,2017.0,4622.0,4622.0,2973.5,THEFT<BICYCLE,Ottawa,STOLEN,CT,Friday,CT,Ottawa,1.55436,4622,2155,2068,4622,2973.5,1.55,4620,CT,Ottawa,1.55436,4622,2155,2068,20,40,60,CT,Ottawa,1.55436,4622,2155,2068,4622,2973.5,1.55,4620,CT,Ottawa,1.55436,4622,2155,2068,20,40,60
36,1.55436,20.0,40.0,60.0,38.70967741935485,Black; White,SIRRUS,SPECIALIZED HYB,7.0,HYBRID,Ottawa,646.0,East,2155.0,5050008.0,2068.0,1.55,-75.6272683,SCHOOLS DURING NOT SUPERVISED ACTIVITY,45.38926738,Elmvale - Canterbury,2017-11-06 11:30:00,6.0,11.0,11:30:00,2017.0,4622.0,4622.0,2973.5,THEFT<BICYCLE,Ottawa,STOLEN,CT,Monday,CT,Ottawa,1.55436,4622,2155,2068,4622,2973.5,1.55,4620,CT,Ottawa,1.55436,4622,2155,2068,20,40,60,CT,Ottawa,1.55436,4622,2155,2068,4622,2973.5,1.55,4620,CT,Ottawa,1.55436,4622,2155,2068,20,40,60
37,1.55436,20.0,40.0,60.0,38.70967741935485,White,SPECIALIZED,SIRRUS,24.0,TOURING,Ottawa,1000.0,East,2155.0,5050008.0,2068.0,1.55,-75.6263459,"SINGLE HOME, HOUSE",45.39194194,Elmvale - Canterbury,2017-11-17 23:00:00,17.0,11.0,23:00:00,2017.0,4622.0,4622.0,2973.5,THEFT<BICYCLE,Ottawa,STOLEN,CT,Friday,CT,Ottawa,1.55436,4622,2155,2068,4622,2973.5,1.55,4620,CT,Ottawa,1.55436,4622,2155,2068,20,40,60,CT,Ottawa,1.55436,4622,2155,2068,4622,2973.5,1.55,4620,CT,Ottawa,1.55436,4622,2155,2068,20,40,60
38,1.02913,15.0,80.0,90.0,87.37864077669903,Blue,,,1.0,REGULAR,Ottawa,500.0,East,1465.0,5050009.0,1407.0,1.03,-75.62250873,PRIVATE PROPERTY STRUCTURE,45.39891349,Hawthorne Meadows - Sheffield Glen,2017-10-07 10:45:00,7.0,10.0,10:45:00,2017.0,3271.0,3271.0,3177.9,THEFT<BICYCLE,Ottawa,STOLEN,CT,Saturday,CT,Ottawa,1.02913,3271,1465,1407,3271,3177.9,1.03,3275,CT,Ottawa,1.02913,3271,1465,1407,15,80,90,CT,Ottawa,1.02913,3271,1465,1407,3271,3177.9,1.03,3275,CT,Ottawa,1.02913,3271,1465,1407,15,80,90
39,1.02913,15.0,80.0,90.0,87.37864077669903,Black,BROOKLYN BICYCL,ROEBLING,24.0,HYBRID,Ottawa,900.0,East,1465.0,5050009.0,1407.0,1.03,-75.63577145,"SINGLE HOME, HOUSE",45.39947357,Elmvale - Canterbury,2017-07-31 20:00:00,31.0,7.0,20:00:00,2017.0,3271.0,3271.0,3177.9,THEFT<BICYCLE,Ottawa,STOLEN,CT,Monday,CT,Ottawa,1.02913,3271,1465,1407,3271,3177.9,1.03,3275,CT,Ottawa,1.02913,3271,1465,1407,15,80,90,CT,Ottawa,1.02913,3271,1465,1407,3271,3177.9,1.03,3275,CT,Ottawa,1.02913,3271,1465,1407,15,80,90
