,Area(sqKm),BicycleF_x,BicycleM_x,BicycleT_x,BikeDensity,Bike_Colour,Bike_Make,Bike_Model,Bike_Speed,Bike_Type,City,Cost_of_Bike,Division,Dwellings,GeoUID,Households,LandArea(skm)_x,Lat,Location_Type,Long,Neighbourhood,Occurrence_Date,Occurrence_Day,Occurrence_Month,Occurrence_Time,Occurrence_Year,Population,PopulationCT_x,PopulationDensity_x,Primary_Offence,RegionName,Status,Type,Week_day,Type_x_x,Region Name_x_x,Area (sq km)_x_x,Population _x_x,Dwellings _x_x,Households _x_x,PopulationCT_y,PopulationDensity_y,LandArea(skm)_y,v_CA16_1: Age Stats_x,Type_y_x,Region Name_y_x,Area (sq km)_y_x,Population _y_x,Dwellings _y_x,Households _y_x,BicycleF_y,BicycleM_y,BicycleT_y,Type_x_y,Region Name_x_y,Area (sq km)_x_y,Population _x_y,Dwellings _x_y,Households _x_y,PopulationCT,PopulationDensity,LandArea(skm),v_CA16_1: Age Stats_y,Type_y_y,Region Name_y_y,Area (sq km)_y_y,Population _y_y,Dwellings _y_y,Households _y_y,BicycleF,BicycleM,BicycleT
12,4.60734,10.0,0.0,0.0,0.0,Green,DIADORA,AMPIO,27.0,MOUNTAIN,Ottawa,480.0,East,1496.0,5050001.08,1478.0,4.61,-75.61660634,OTHER COMMERCIAL / CORPORATE PLACES,45.38931327,East Industrial,2019-06-16 14:00:00,16.0,6.0,14:00:00,2019.0,4632.0,4632.0,1005.6,THEFT<BICYCLE,Ottawa,STOLEN,CT,Sunday,CT,Ottawa,4.60734,4632,1496,1478,4632,1005.6,4.61,4630,CT,Ottawa,4.60734,4632,1496,1478,10,0,0,CT,Ottawa,4.60734,4632,1496,1478,4632,1005.6,4.61,4630,CT,Ottawa,4.60734,4632,1496,1478,10,0,0
13,2.71663,10.0,20.0,35.0,13.565891472868215,Green,CMM,VELOCITY,35.0,HYBRID,Ottawa,200.0,East,1174.0,5050002.01,1145.0,2.58,-75.6697395,OTHER PUBLIC TRANSPORTATION AND CONNECTED FACILITIES,45.36778918,Riverside Park,2019-07-26 02:15:00,26.0,7.0,02:15:00,2019.0,2885.0,2885.0,1119.3,THEFT<BICYCLE,Ottawa,STOLEN,CT,Friday,CT,Ottawa,2.71663,2885,1174,1145,2885,1119.3,2.58,2885,CT,Ottawa,2.71663,2885,1174,1145,10,20,35,CT,Ottawa,2.71663,2885,1174,1145,2885,1119.3,2.58,2885,CT,Ottawa,2.71663,2885,1174,1145,10,20,35
14,2.71663,10.0,20.0,35.0,13.565891472868215,"Silver, aluminum, stainless steel",GIANT,870,21.0,MOUNTAIN,Ottawa,600.0,East,1174.0,5050002.01,1145.0,2.58,-75.69405201,"SINGLE HOME, HOUSE",45.35478918,Hunt Club Woods - Quintarra - Revelstoke,2019-08-13 17:50:00,13.0,8.0,17:50:00,2019.0,2885.0,2885.0,1119.3,THEFT<BICYCLE,Ottawa,STOLEN,CT,Tuesday,CT,Ottawa,2.71663,2885,1174,1145,2885,1119.3,2.58,2885,CT,Ottawa,2.71663,2885,1174,1145,10,20,35,CT,Ottawa,2.71663,2885,1174,1145,2885,1119.3,2.58,2885,CT,Ottawa,2.71663,2885,1174,1145,10,20,35
15,,,,,,,,,,,,,,,5050002.02,,,,,,,,,,,,,,,,,Bicycle_No_Theft,,,CT,Ottawa,1.52026,3470,1307,1284,3470,2282.1,1.52,3470,CT,Ottawa,1.52026,3470,1307,1284,0,20,30,CT,Ottawa,1.52026,3470,1307,1284,3470,2282.1,1.52,3470,CT,Ottawa,1.52026,3470,1307,1284,0,20,30
16,,,,,,,,,,,,,,,5050002.04,,,,,,,,,,,,,,,,,Bicycle_No_Theft,,,CT,Ottawa,1.36697,1381,636,621,1381,1169.2,1.18,1385,CT,Ottawa,1.36697,1381,636,621,0,0,0,CT,Ottawa,1.36697,1381,636,621,1381,1169.2,1.18,1385,CT,Ottawa,1.36697,1381,636,621,0,0,0
17,,,,,,,,,,,,,,,5050002.05,,,,,,,,,,,,,,,,,Bicycle_No_Theft,,,CT,Ottawa,1.36697,5116,2026,1943,5116,3742.5,1.37,5115,CT,Ottawa,1.36697,5116,2026,1943,0,20,20,CT,Ottawa,1.36697,5116,2026,1943,5116,3742.5,1.37,5115,CT,Ottawa,1.36697,5116,2026,1943,0,20,20
18,,,,,,,,,,,,,,,5050002.06,,,,,,,,,,,,,,,,,Bicycle_No_Theft,,,CT,Ottawa,4.4882800000000005,2609,1046,1015,2609,581.6,4.49,2610,CT,Ottawa,4.4882800000000005,2609,1046,1015,15,25,40,CT,Ottawa,4.4882800000000005,2609,1046,1015,2609,581.6,4.49,2610,CT,Ottawa,4.4882800000000005,2609,1046,1015,15,25,40
19,3.41733,25.0,65.0,90.0,28.125,Gray,EVERYDAY,ANNEX MEN'S HYB,7.0,HYBRID,Ottawa,300.0,East,2116.0,5050003.0,1982.0,3.2,-75.69097069,PARK,45.37307982,Riverside Park,2019-07-06 11:30:00,6.0,7.0,11:30:00,2019.0,4617.0,4617.0,1444.7,THEFT<BICYCLE,Ottawa,STOLEN,CT,Saturday,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90
20,3.41733,25.0,65.0,90.0,28.125,Blue,GIANT,TALON 2,0.0,MOUNTAIN,Ottawa,800.0,East,2116.0,5050003.0,1982.0,3.2,-75.68654789,"SINGLE HOME, HOUSE",45.37193109,Riverside Park,2019-06-06 10:10:00,6.0,6.0,10:10:00,2019.0,4617.0,4617.0,1444.7,THEFT<BICYCLE,Ottawa,STOLEN,CT,Thursday,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90
21,3.41733,25.0,65.0,90.0,28.125,Gray,SCHWINN,,0.0,MOUNTAIN,Ottawa,450.0,East,2116.0,5050003.0,1982.0,3.2,-75.68654789,"SINGLE HOME, HOUSE",45.37193109,Riverside Park,2019-07-10 16:00:00,10.0,7.0,16:00:00,2019.0,4617.0,4617.0,1444.7,THEFT<BICYCLE,Ottawa,STOLEN,CT,Wednesday,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90
22,3.41733,25.0,65.0,90.0,28.125,Gray,NORCO,,21.0,RACER,Ottawa,200.0,East,2116.0,5050003.0,1982.0,3.2,-75.69097069,PARK,45.37307982,Riverside Park,2019-07-24 09:00:00,24.0,7.0,09:00:00,2019.0,4617.0,4617.0,1444.7,THEFT<BICYCLE,Ottawa,STOLEN,CT,Wednesday,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90
23,1.94789,30.0,25.0,55.0,29.25531914893617,Black,MOTOBECAME,D 529HT MATTEBL,0.0,MOUNTAIN,Ottawa,600.0,East,2074.0,5050004.0,1840.0,1.88,-75.68430372,OTHER COMMERCIAL / CORPORATE PLACES,45.37729909,Riverside Park,2019-06-13 06:25:00,13.0,6.0,06:25:00,2019.0,3824.0,3824.0,2034.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Thursday,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55
24,1.94789,30.0,25.0,55.0,29.25531914893617,Red,DEVINCI,ST-TROPEZ,15.0,HYBRID,Ottawa,640.0,East,2074.0,5050004.0,1840.0,1.88,-75.67943566,PARKING LOTS,45.38313405,Billings Bridge - Alta Vista,2019-05-24 16:00:00,24.0,5.0,16:00:00,2019.0,3824.0,3824.0,2034.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Friday,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55
25,1.94789,30.0,25.0,55.0,29.25531914893617,Gray,NAKAMURA,ROYAL,24.0,HYBRID,Ottawa,350.0,East,2074.0,5050004.0,1840.0,1.88,-75.67943566,OTHER COMMERCIAL / CORPORATE PLACES,45.38313405,Billings Bridge - Alta Vista,2019-06-24 08:15:00,24.0,6.0,08:15:00,2019.0,3824.0,3824.0,2034.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Monday,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55
26,1.94789,30.0,25.0,55.0,29.25531914893617,Red,TIDALFORCE,S-750,21.0,MOUNTAIN,Ottawa,500.0,East,2074.0,5050004.0,1840.0,1.88,-75.67943566,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,45.38313405,Billings Bridge - Alta Vista,2019-07-13 13:00:00,13.0,7.0,13:00:00,2019.0,3824.0,3824.0,2034.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Saturday,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55
27,1.94789,30.0,25.0,55.0,29.25531914893617,Black,GIANT,19 ANYROAD 2 XL,1.0,HYBRID,Ottawa,1250.0,East,2074.0,5050004.0,1840.0,1.88,-75.67632097,"SINGLE HOME, HOUSE",45.37610665,Billings Bridge - Alta Vista,2019-07-23 21:05:00,23.0,7.0,21:05:00,2019.0,3824.0,3824.0,2034.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Tuesday,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55
28,1.94789,30.0,25.0,55.0,29.25531914893617,Turquoise,ECM,,25.0,MOUNTAIN,Ottawa,200.0,East,2074.0,5050004.0,1840.0,1.88,-75.68048024,TRANSIT BUS / BUS SHELTER,45.37916427,Billings Bridge - Alta Vista,2019-09-09 10:00:00,9.0,9.0,10:00:00,2019.0,3824.0,3824.0,2034.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Monday,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55
29,1.94789,30.0,25.0,55.0,29.25531914893617,Gray,ROCKY MOUNTAIN,FLARE 29,27.0,MOUNTAIN,Ottawa,400.0,East,2074.0,5050004.0,1840.0,1.88,-75.67943566,OPEN AREAS,45.38313405,Billings Bridge - Alta Vista,2019-09-28 17:00:00,28.0,9.0,17:00:00,2019.0,3824.0,3824.0,2034.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Saturday,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55
30,1.94789,30.0,25.0,55.0,29.25531914893617,Red,SCHWINN,,21.0,MOUNTAIN,Ottawa,200.0,East,2074.0,5050004.0,1840.0,1.88,-75.67943566,OTHER COMMERCIAL / CORPORATE PLACES,45.38313405,Billings Bridge - Alta Vista,2019-10-28 16:00:00,28.0,10.0,16:00:00,2019.0,3824.0,3824.0,2034.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Monday,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55
31,1.94789,30.0,25.0,55.0,29.25531914893617,Black; Yellow,SCHWINN,GTX 2,21.0,HYBRID,Ottawa,,East,2074.0,5050004.0,1840.0,1.88,-75.67184224,PARKING LOTS,45.38378616,Billings Bridge - Alta Vista,2019-11-05 12:00:00,5.0,11.0,12:00:00,2019.0,3824.0,3824.0,2034.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Tuesday,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55
32,,,,,,,,,,,,,,,5050005.0,,,,,,,,,,,,,,,,,Bicycle_No_Theft,,,CT,Ottawa,2.2574400000000003,5876,2686,2522,5876,2635.2,2.23,5875,CT,Ottawa,2.2574400000000003,5876,2686,2522,55,70,130,CT,Ottawa,2.2574400000000003,5876,2686,2522,5876,2635.2,2.23,5875,CT,Ottawa,2.2574400000000003,5876,2686,2522,55,70,130
33,2.57261,40.0,95.0,135.0,53.35968379446641,White,GHOST,,18.0,MOUNTAIN,Ottawa,800.0,East,1591.0,5050006.0,1533.0,2.53,-75.65530840000002,OPEN AREAS,45.39645221,Billings Bridge - Alta Vista,2019-07-25 12:30:00,25.0,7.0,12:30:00,2019.0,4097.0,4097.0,1619.6,THEFT<BICYCLE,Ottawa,STOLEN,CT,Thursday,CT,Ottawa,2.57261,4097,1591,1533,4097,1619.6,2.53,4100,CT,Ottawa,2.57261,4097,1591,1533,40,95,135,CT,Ottawa,2.57261,4097,1591,1533,4097,1619.6,2.53,4100,CT,Ottawa,2.57261,4097,1591,1533,40,95,135
34,,,,,,,,,,,,,,,5050007.01,,,,,,,,,,,,,,,,,Bicycle_No_Theft,,,CT,Ottawa,0.8350700000000001,2230,1166,1101,2230,2670.0,0.84,2230,CT,Ottawa,0.8350700000000001,2230,1166,1101,15,30,45,CT,Ottawa,0.8350700000000001,2230,1166,1101,2230,2670.0,0.84,2230,CT,Ottawa,0.8350700000000001,2230,1166,1101,15,30,45
35,,,,,,,,,,,,,,,5050007.02,,,,,,,,,,,,,,,,,Bicycle_No_Theft,,,CT,Ottawa,0.42172,4681,1909,1630,4681,11100.3,0.42,4680,CT,Ottawa,0.42172,4681,1909,1630,0,15,20,CT,Ottawa,0.42172,4681,1909,1630,4681,11100.3,0.42,4680,CT,Ottawa,0.42172,4681,1909,1630,0,15,20
36,,,,,,,,,,,,,,,5050007.03,,,,,,,,,,,,,,,,,Bicycle_No_Theft,,,CT,Ottawa,1.21455,3731,1477,1442,3731,3073.1,1.21,3730,CT,Ottawa,1.21455,3731,1477,1442,15,25,40,CT,Ottawa,1.21455,3731,1477,1442,3731,3073.1,1.21,3730,CT,Ottawa,1.21455,3731,1477,1442,15,25,40
37,,,,,,,,,,,,,,,5050008.0,,,,,,,,,,,,,,,,,Bicycle_No_Theft,,,CT,Ottawa,1.55436,4622,2155,2068,4622,2973.5,1.55,4620,CT,Ottawa,1.55436,4622,2155,2068,20,40,60,CT,Ottawa,1.55436,4622,2155,2068,4622,2973.5,1.55,4620,CT,Ottawa,1.55436,4622,2155,2068,20,40,60
38,1.02913,15.0,80.0,90.0,87.37864077669903,,,,0.0,,Ottawa,,East,1465.0,5050009.0,1407.0,1.03,-75.62550353,"SINGLE HOME, HOUSE",45.40018728,Elmvale - Canterbury,2019-09-26 11:54:00,26.0,9.0,11:54:00,2019.0,3271.0,3271.0,3177.9,THEFT<BICYCLE,Ottawa,UNKNOWN,CT,Thursday,CT,Ottawa,1.02913,3271,1465,1407,3271,3177.9,1.03,3275,CT,Ottawa,1.02913,3271,1465,1407,15,80,90,CT,Ottawa,1.02913,3271,1465,1407,3271,3177.9,1.03,3275,CT,Ottawa,1.02913,3271,1465,1407,15,80,90
39,,,,,,,,,,,,,,,5050010.0,,,,,,,,,,,,,,,,,Bicycle_No_Theft,,,CT,Ottawa,0.62556,3866,1817,1697,3866,6178.7,0.63,3865,CT,Ottawa,0.62556,3866,1817,1697,20,30,45,CT,Ottawa,0.62556,3866,1817,1697,3866,6178.7,0.63,3865,CT,Ottawa,0.62556,3866,1817,1697,20,30,45
40,7.83925,20.0,25.0,45.0,5.761843790012804,Black,SUPERCYCLE,,0.0,MOUNTAIN,Ottawa,120.0,East,3313.0,5050011.01,3040.0,7.81,-75.62577941,BAR OR RESTAURANT,45.40383385,East Industrial,2019-07-05 17:30:00,5.0,7.0,17:30:00,2019.0,6948.0,6948.0,889.4,THEFT<BICYCLE,Ottawa,STOLEN,CT,Friday,CT,Ottawa,7.83925,6948,3313,3040,6948,889.4,7.81,6950,CT,Ottawa,7.83925,6948,3313,3040,20,25,45,CT,Ottawa,7.83925,6948,3313,3040,6948,889.4,7.81,6950,CT,Ottawa,7.83925,6948,3313,3040,20,25,45
41,7.83925,20.0,25.0,45.0,5.761843790012804,Dark blue,NORCO,SECTION,20.0,RACER,Ottawa,2000.0,East,3313.0,5050011.01,3040.0,7.81,-75.64030422,OTHER COMMERCIAL / CORPORATE PLACES,45.41061268,East Industrial,2019-09-06 17:45:00,6.0,9.0,17:45:00,2019.0,6948.0,6948.0,889.4,THEFT<BICYCLE,Ottawa,STOLEN,CT,Friday,CT,Ottawa,7.83925,6948,3313,3040,6948,889.4,7.81,6950,CT,Ottawa,7.83925,6948,3313,3040,20,25,45,CT,Ottawa,7.83925,6948,3313,3040,6948,889.4,7.81,6950,CT,Ottawa,7.83925,6948,3313,3040,20,25,45
42,7.83925,20.0,25.0,45.0,5.761843790012804,White; Black,GIANT,,24.0,MOUNTAIN,Ottawa,500.0,East,3313.0,5050011.01,3040.0,7.81,-75.64547223,BAR OR RESTAURANT,45.41159502,East Industrial,2019-09-08 17:00:00,8.0,9.0,17:00:00,2019.0,6948.0,6948.0,889.4,THEFT<BICYCLE,Ottawa,STOLEN,CT,Sunday,CT,Ottawa,7.83925,6948,3313,3040,6948,889.4,7.81,6950,CT,Ottawa,7.83925,6948,3313,3040,20,25,45,CT,Ottawa,7.83925,6948,3313,3040,6948,889.4,7.81,6950,CT,Ottawa,7.83925,6948,3313,3040,20,25,45
