,Area(sqKm),BicycleF_x,BicycleM_x,BicycleT_x,BikeDensity,Bike_Colour,Bike_Make,Bike_Model,Bike_Speed,Bike_Type,City,Cost_of_Bike,Division,Dwellings,GeoUID,Households,LandArea(skm)_x,Lat,Location_Type,Long,Neighbourhood,Occurrence_Date,Occurrence_Day,Occurrence_Month,Occurrence_Time,Occurrence_Year,Population,PopulationCT_x,PopulationDensity_x,Primary_Offence,RegionName,Status,Type,Week_day,Type_x_x,Region Name_x_x,Area (sq km)_x_x,Population _x_x,Dwellings _x_x,Households _x_x,PopulationCT_y,PopulationDensity_y,LandArea(skm)_y,v_CA16_1: Age Stats_x,Type_y_x,Region Name_y_x,Area (sq km)_y_x,Population _y_x,Dwellings _y_x,Households _y_x,BicycleF_y,BicycleM_y,BicycleT_y,Type_x_y,Region Name_x_y,Area (sq km)_x_y,Population _x_y,Dwellings _x_y,Households _x_y,PopulationCT,PopulationDensity,LandArea(skm),v_CA16_1: Age Stats_y,Type_y_y,Region Name_y_y,Area (sq km)_y_y,Population _y_y,Dwellings _y_y,Households _y_y,BicycleF,BicycleM,BicycleT
10,1.36066,0.0,15.0,15.0,11.029411764705882,Gray,RALEIGH,UNSURE,0.0,HYBRID,Ottawa,150.0,East,1237.0,5050001.04,1163.0,1.36,-75.65397347,"SINGLE HOME, HOUSE",45.3575049,South Keys - Greenboro West,2015-07-09 14:25:00,9.0,7.0,14:25:00,2015.0,2718.0,2718.0,1997.6,THEFT<BICYCLE,Ottawa,STOLEN,CT,Thursday,CT,Ottawa,1.36066,2718,1237,1163,2718,1997.6,1.36,2715,CT,Ottawa,1.36066,2718,1237,1163,0,15,15,CT,Ottawa,1.36066,2718,1237,1163,2718,1997.6,1.36,2715,CT,Ottawa,1.36066,2718,1237,1163,0,15,15
11,1.36066,0.0,15.0,15.0,11.029411764705882,Red,,,0.0,HYBRID,Ottawa,300.0,East,1237.0,5050001.04,1163.0,1.36,-75.65452031,OTHER COMMERCIAL / CORPORATE PLACES,45.35249665,South Keys - Greenboro West,2015-07-23 16:45:00,23.0,7.0,16:45:00,2015.0,2718.0,2718.0,1997.6,THEFT<BICYCLE,Ottawa,STOLEN,CT,Thursday,CT,Ottawa,1.36066,2718,1237,1163,2718,1997.6,1.36,2715,CT,Ottawa,1.36066,2718,1237,1163,0,15,15,CT,Ottawa,1.36066,2718,1237,1163,2718,1997.6,1.36,2715,CT,Ottawa,1.36066,2718,1237,1163,0,15,15
12,1.36066,0.0,15.0,15.0,11.029411764705882,Blue; White,GIANT,ROAM 2,21.0,HYBRID,Ottawa,670.0,East,1237.0,5050001.04,1163.0,1.36,-75.65076482,"SINGLE HOME, HOUSE",45.359541799999995,South Keys - Greenboro West,2015-08-01 09:00:00,1.0,8.0,09:00:00,2015.0,2718.0,2718.0,1997.6,B&E RESIDENCE,Ottawa,STOLEN,CT,Saturday,CT,Ottawa,1.36066,2718,1237,1163,2718,1997.6,1.36,2715,CT,Ottawa,1.36066,2718,1237,1163,0,15,15,CT,Ottawa,1.36066,2718,1237,1163,2718,1997.6,1.36,2715,CT,Ottawa,1.36066,2718,1237,1163,0,15,15
13,1.36066,0.0,15.0,15.0,11.029411764705882,Gray,NORCO,VOLT,1.0,BMX,Ottawa,400.0,East,1237.0,5050001.04,1163.0,1.36,-75.65689186,OTHER PUBLIC TRANSPORTATION AND CONNECTED FACILITIES,45.36038809,South Keys - Greenboro West,2015-08-14 18:30:00,14.0,8.0,18:30:00,2015.0,2718.0,2718.0,1997.6,THEFT<BICYCLE,Ottawa,STOLEN,CT,Friday,CT,Ottawa,1.36066,2718,1237,1163,2718,1997.6,1.36,2715,CT,Ottawa,1.36066,2718,1237,1163,0,15,15,CT,Ottawa,1.36066,2718,1237,1163,2718,1997.6,1.36,2715,CT,Ottawa,1.36066,2718,1237,1163,0,15,15
14,1.36066,0.0,15.0,15.0,11.029411764705882,"Silver, aluminum, stainless steel; Blue",HUFFY,,21.0,MOUNTAIN,Ottawa,125.0,East,1237.0,5050001.04,1163.0,1.36,-75.65452031,OTHER COMMERCIAL / CORPORATE PLACES,45.35249665,South Keys - Greenboro West,2015-08-25 20:15:00,25.0,8.0,20:15:00,2015.0,2718.0,2718.0,1997.6,THEFT<BICYCLE,Ottawa,STOLEN,CT,Tuesday,CT,Ottawa,1.36066,2718,1237,1163,2718,1997.6,1.36,2715,CT,Ottawa,1.36066,2718,1237,1163,0,15,15,CT,Ottawa,1.36066,2718,1237,1163,2718,1997.6,1.36,2715,CT,Ottawa,1.36066,2718,1237,1163,0,15,15
15,1.36066,0.0,15.0,15.0,11.029411764705882,White; Red,,,8.0,MOUNTAIN,Ottawa,,East,1237.0,5050001.04,1163.0,1.36,-75.65452031,OTHER COMMERCIAL / CORPORATE PLACES,45.35249665,South Keys - Greenboro West,2015-09-17 13:20:00,17.0,9.0,13:20:00,2015.0,2718.0,2718.0,1997.6,THEFT<BICYCLE,Ottawa,STOLEN,CT,Thursday,CT,Ottawa,1.36066,2718,1237,1163,2718,1997.6,1.36,2715,CT,Ottawa,1.36066,2718,1237,1163,0,15,15,CT,Ottawa,1.36066,2718,1237,1163,2718,1997.6,1.36,2715,CT,Ottawa,1.36066,2718,1237,1163,0,15,15
16,2.70025,10.0,20.0,30.0,11.111111111111109,Dark blue,KHS,,0.0,HYBRID,Ottawa,1000.0,East,2022.0,5050001.05,1984.0,2.7,-75.63262133,PARKING LOTS,45.36508203,Greenboro West,2015-08-05 21:00:00,5.0,8.0,21:00:00,2015.0,5984.0,5984.0,2216.0,THEFT<BICYCLE,Ottawa,STOLEN,CT,Wednesday,CT,Ottawa,2.70025,5984,2022,1984,5984,2216.0,2.7,5980,CT,Ottawa,2.70025,5984,2022,1984,10,20,30,CT,Ottawa,2.70025,5984,2022,1984,5984,2216.0,2.7,5980,CT,Ottawa,2.70025,5984,2022,1984,10,20,30
17,1.25433,15.0,10.0,25.0,20.0,Black; Green,NORCO,KATMANDU,21.0,MOUNTAIN,Ottawa,350.0,East,2402.0,5050001.06,2347.0,1.25,-75.63462853,OPEN AREAS,45.36289096,Greenboro West,2015-07-30 16:00:00,30.0,7.0,16:00:00,2015.0,6111.0,6111.0,4872.0,THEFT<BICYCLE,Ottawa,STOLEN,CT,Thursday,CT,Ottawa,1.25433,6111,2402,2347,6111,4872.0,1.25,6110,CT,Ottawa,1.25433,6111,2402,2347,15,10,25,CT,Ottawa,1.25433,6111,2402,2347,6111,4872.0,1.25,6110,CT,Ottawa,1.25433,6111,2402,2347,15,10,25
18,1.25433,15.0,10.0,25.0,20.0,Black; White,,,15.0,HYBRID,Ottawa,,East,2402.0,5050001.06,2347.0,1.25,-75.64131507,"SINGLE HOME, HOUSE",45.35897621,Greenboro West,2015-08-25 20:30:00,25.0,8.0,20:30:00,2015.0,6111.0,6111.0,4872.0,THEFT<BICYCLE,Ottawa,STOLEN,CT,Tuesday,CT,Ottawa,1.25433,6111,2402,2347,6111,4872.0,1.25,6110,CT,Ottawa,1.25433,6111,2402,2347,15,10,25,CT,Ottawa,1.25433,6111,2402,2347,6111,4872.0,1.25,6110,CT,Ottawa,1.25433,6111,2402,2347,15,10,25
19,1.25433,15.0,10.0,25.0,20.0,"Silver, aluminum, stainless steel; Orange",SCHWINN,,10.0,REGULAR,Ottawa,175.0,East,2402.0,5050001.06,2347.0,1.25,-75.62970082,"SINGLE HOME, HOUSE",45.36223582,Greenboro West,2015-09-27 18:00:00,27.0,9.0,18:00:00,2015.0,6111.0,6111.0,4872.0,THEFT<BICYCLE,Ottawa,STOLEN,CT,Sunday,CT,Ottawa,1.25433,6111,2402,2347,6111,4872.0,1.25,6110,CT,Ottawa,1.25433,6111,2402,2347,15,10,25,CT,Ottawa,1.25433,6111,2402,2347,6111,4872.0,1.25,6110,CT,Ottawa,1.25433,6111,2402,2347,15,10,25
20,1.25433,15.0,10.0,25.0,20.0,Gray,CCM,,21.0,MOUNTAIN,Ottawa,50.0,East,2402.0,5050001.06,2347.0,1.25,-75.62610613,DWELLING UNIT,45.36595776,Greenboro West,2015-12-21 10:59:00,21.0,12.0,10:59:00,2015.0,6111.0,6111.0,4872.0,THEFT<BICYCLE,Ottawa,STOLEN,CT,Monday,CT,Ottawa,1.25433,6111,2402,2347,6111,4872.0,1.25,6110,CT,Ottawa,1.25433,6111,2402,2347,15,10,25,CT,Ottawa,1.25433,6111,2402,2347,6111,4872.0,1.25,6110,CT,Ottawa,1.25433,6111,2402,2347,15,10,25
21,0.97422,0.0,10.0,15.0,15.463917525773196,Black,BIANCHI,,10.0,REGULAR,Ottawa,250.0,East,1473.0,5050001.07,1444.0,0.97,-75.60490703,"SINGLE HOME, HOUSE",45.37304062,Huntclub Park,2015-05-20 21:00:00,20.0,5.0,21:00:00,2015.0,4193.0,4193.0,4303.6,THEFT<BICYCLE,Ottawa,STOLEN,CT,Wednesday,CT,Ottawa,0.97422,4193,1473,1444,4193,4303.6,0.97,4195,CT,Ottawa,0.97422,4193,1473,1444,0,10,15,CT,Ottawa,0.97422,4193,1473,1444,4193,4303.6,0.97,4195,CT,Ottawa,0.97422,4193,1473,1444,0,10,15
22,0.97422,0.0,10.0,15.0,15.463917525773196,Red,,,10.0,MOUNTAIN,Ottawa,250.0,East,1473.0,5050001.07,1444.0,0.97,-75.61177599,"SINGLE HOME, HOUSE",45.37058361,Huntclub Park,2015-08-08 22:00:00,8.0,8.0,22:00:00,2015.0,4193.0,4193.0,4303.6,THEFT<BICYCLE,Ottawa,STOLEN,CT,Saturday,CT,Ottawa,0.97422,4193,1473,1444,4193,4303.6,0.97,4195,CT,Ottawa,0.97422,4193,1473,1444,0,10,15,CT,Ottawa,0.97422,4193,1473,1444,4193,4303.6,0.97,4195,CT,Ottawa,0.97422,4193,1473,1444,0,10,15
23,4.60734,10.0,0.0,0.0,0.0,Orange,,,6.0,OTHER,Ottawa,300.0,East,1496.0,5050001.08,1478.0,4.61,-75.62059702,"SINGLE HOME, HOUSE",45.37063388,Huntclub Park,2015-06-20 20:30:00,20.0,6.0,20:30:00,2015.0,4632.0,4632.0,1005.6,THEFT<BICYCLE,Ottawa,STOLEN,CT,Saturday,CT,Ottawa,4.60734,4632,1496,1478,4632,1005.6,4.61,4630,CT,Ottawa,4.60734,4632,1496,1478,10,0,0,CT,Ottawa,4.60734,4632,1496,1478,4632,1005.6,4.61,4630,CT,Ottawa,4.60734,4632,1496,1478,10,0,0
24,4.60734,10.0,0.0,0.0,0.0,Yellow,,,7.0,REGULAR,Ottawa,400.0,East,1496.0,5050001.08,1478.0,4.61,-75.62059702,DWELLING UNIT,45.37063388,Huntclub Park,2015-07-29 00:01:00,29.0,7.0,00:01:00,2015.0,4632.0,4632.0,1005.6,THEFT<BICYCLE,Ottawa,STOLEN,CT,Wednesday,CT,Ottawa,4.60734,4632,1496,1478,4632,1005.6,4.61,4630,CT,Ottawa,4.60734,4632,1496,1478,10,0,0,CT,Ottawa,4.60734,4632,1496,1478,4632,1005.6,4.61,4630,CT,Ottawa,4.60734,4632,1496,1478,10,0,0
25,,,,,,,,,,,,,,,5050002.01,,,,,,,,,,,,,,,,,Bicycle_No_Theft,,,CT,Ottawa,2.71663,2885,1174,1145,2885,1119.3,2.58,2885,CT,Ottawa,2.71663,2885,1174,1145,10,20,35,CT,Ottawa,2.71663,2885,1174,1145,2885,1119.3,2.58,2885,CT,Ottawa,2.71663,2885,1174,1145,10,20,35
26,1.52026,0.0,20.0,30.0,19.736842105263158,Yellow,,,0.0,MOUNTAIN,Ottawa,,East,1307.0,5050002.02,1284.0,1.52,-75.67142371,"SINGLE HOME, HOUSE",45.35461661,Hunt Club East - Western Community,2015-08-01 02:40:00,1.0,8.0,02:40:00,2015.0,3470.0,3470.0,2282.1,THEFT<BICYCLE,Ottawa,STOLEN,CT,Saturday,CT,Ottawa,1.52026,3470,1307,1284,3470,2282.1,1.52,3470,CT,Ottawa,1.52026,3470,1307,1284,0,20,30,CT,Ottawa,1.52026,3470,1307,1284,3470,2282.1,1.52,3470,CT,Ottawa,1.52026,3470,1307,1284,0,20,30
27,1.52026,0.0,20.0,30.0,19.736842105263158,Gray; Light blue,MACABRE,,0.0,BMX,Ottawa,160.0,East,1307.0,5050002.02,1284.0,1.52,-75.67172132,OPEN AREAS,45.35183081,Hunt Club East - Western Community,2015-09-18 19:15:00,18.0,9.0,19:15:00,2015.0,3470.0,3470.0,2282.1,THEFT<BICYCLE,Ottawa,STOLEN,CT,Friday,CT,Ottawa,1.52026,3470,1307,1284,3470,2282.1,1.52,3470,CT,Ottawa,1.52026,3470,1307,1284,0,20,30,CT,Ottawa,1.52026,3470,1307,1284,3470,2282.1,1.52,3470,CT,Ottawa,1.52026,3470,1307,1284,0,20,30
28,,,,,,,,,,,,,,,5050002.04,,,,,,,,,,,,,,,,,Bicycle_No_Theft,,,CT,Ottawa,1.36697,1381,636,621,1381,1169.2,1.18,1385,CT,Ottawa,1.36697,1381,636,621,0,0,0,CT,Ottawa,1.36697,1381,636,621,1381,1169.2,1.18,1385,CT,Ottawa,1.36697,1381,636,621,0,0,0
29,1.36697,0.0,20.0,20.0,14.598540145985401,Blue,JEEP,,12.0,REGULAR,Ottawa,300.0,East,2026.0,5050002.05,1943.0,1.37,-75.67170326,"SINGLE HOME, HOUSE",45.34694436,Hunt Club East - Western Community,2015-08-03 08:00:00,3.0,8.0,08:00:00,2015.0,5116.0,5116.0,3742.5,THEFT<BICYCLE,Ottawa,STOLEN,CT,Monday,CT,Ottawa,1.36697,5116,2026,1943,5116,3742.5,1.37,5115,CT,Ottawa,1.36697,5116,2026,1943,0,20,20,CT,Ottawa,1.36697,5116,2026,1943,5116,3742.5,1.37,5115,CT,Ottawa,1.36697,5116,2026,1943,0,20,20
30,,,,,,,,,,,,,,,5050002.06,,,,,,,,,,,,,,,,,Bicycle_No_Theft,,,CT,Ottawa,4.4882800000000005,2609,1046,1015,2609,581.6,4.49,2610,CT,Ottawa,4.4882800000000005,2609,1046,1015,15,25,40,CT,Ottawa,4.4882800000000005,2609,1046,1015,2609,581.6,4.49,2610,CT,Ottawa,4.4882800000000005,2609,1046,1015,15,25,40
31,3.41733,25.0,65.0,90.0,28.125,Gray,STATE BICYCLE,CUSTOM,1.0,REGULAR,Ottawa,800.0,East,2116.0,5050003.0,1982.0,3.2,-75.69097069,PARK,45.37307982,Riverside Park,2015-06-14 21:30:00,14.0,6.0,21:30:00,2015.0,4617.0,4617.0,1444.7,THEFT<BICYCLE,Ottawa,STOLEN,CT,Sunday,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90
32,3.41733,25.0,65.0,90.0,28.125,"Silver, aluminum, stainless steel",NORCO,,10.0,REGULAR,Ottawa,75.0,East,2116.0,5050003.0,1982.0,3.2,-75.69097069,PARK,45.37307982,Riverside Park,2015-07-11 12:00:00,11.0,7.0,12:00:00,2015.0,4617.0,4617.0,1444.7,THEFT<BICYCLE,Ottawa,STOLEN,CT,Saturday,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90
33,3.41733,25.0,65.0,90.0,28.125,Red,NORCO,FAZE,18.0,MOUNTAIN,Ottawa,1786.0,East,2116.0,5050003.0,1982.0,3.2,-75.68333712,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,45.37565311,Riverside Park,2015-08-18 08:30:00,18.0,8.0,08:30:00,2015.0,4617.0,4617.0,1444.7,THEFT<BICYCLE,Ottawa,STOLEN,CT,Tuesday,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90
34,3.41733,25.0,65.0,90.0,28.125,Black; Yellow,SPECIALIZED,,1.0,RACER,Ottawa,1500.0,East,2116.0,5050003.0,1982.0,3.2,-75.69097069,PARK,45.37307982,Riverside Park,2015-08-28 16:00:00,28.0,8.0,16:00:00,2015.0,4617.0,4617.0,1444.7,THEFT<BICYCLE,Ottawa,STOLEN,CT,Friday,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90
35,3.41733,25.0,65.0,90.0,28.125,White; Red,IRON HORSE,TRIUMPH,10.0,OTHER,Ottawa,100.0,East,2116.0,5050003.0,1982.0,3.2,-75.68548347,PARKING LOTS,45.36933334,Riverside Park,2015-09-01 16:00:00,1.0,9.0,16:00:00,2015.0,4617.0,4617.0,1444.7,THEFT<BICYCLE,Ottawa,STOLEN,CT,Tuesday,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90,CT,Ottawa,3.41733,4617,2116,1982,4617,1444.7,3.2,4615,CT,Ottawa,3.41733,4617,2116,1982,25,65,90
36,1.94789,30.0,25.0,55.0,29.25531914893617,Black; Blue,DEVINCI,SILVERSTONE,0.0,OTHER,Ottawa,1600.0,East,2074.0,5050004.0,1840.0,1.88,-75.68430372,OTHER COMMERCIAL / CORPORATE PLACES,45.37729909,Riverside Park,2015-08-27 08:00:00,27.0,8.0,08:00:00,2015.0,3824.0,3824.0,2034.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Thursday,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55
37,1.94789,30.0,25.0,55.0,29.25531914893617,Black,NORCO,HEART,1.0,OTHER,Ottawa,500.0,East,2074.0,5050004.0,1840.0,1.88,-75.68430372,OPEN AREAS,45.37729909,Riverside Park,2015-10-30 09:00:00,30.0,10.0,09:00:00,2015.0,3824.0,3824.0,2034.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Friday,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55
38,1.94789,30.0,25.0,55.0,29.25531914893617,Blue,SCHWINN,WOODLANDS,15.0,MOUNTAIN,Ottawa,135.0,East,2074.0,5050004.0,1840.0,1.88,-75.68611123,OTHER COMMERCIAL / CORPORATE PLACES,45.38314663,Billings Bridge - Alta Vista,2015-01-21 20:00:00,21.0,1.0,20:00:00,2015.0,3824.0,3824.0,2034.2,THEFT<BICYCLE,Ottawa,STOLEN,CT,Wednesday,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55,CT,Ottawa,1.94789,3824,2074,1840,3824,2034.2,1.88,3825,CT,Ottawa,1.94789,3824,2074,1840,30,25,55
